timestamp,strategy,regime,price,quantity,mm_bought,mm_sold
132,FixedSpread,SellPressure,99.555848,10,1,0
132,FixedSpread,SellPressure,99.555473,1,1,0
135,FixedSpread,SellPressure,99.568516,17,0,0
135,FixedSpread,SellPressure,99.577345,3,0,0
137,FixedSpread,SellPressure,99.577345,1,0,0
137,FixedSpread,SellPressure,99.593219,5,0,0
137,FixedSpread,SellPressure,99.604127,6,0,1
138,FixedSpread,SellPressure,99.604127,4,0,1
138,FixedSpread,SellPressure,99.611029,4,0,0
140,FixedSpread,SellPressure,99.555473,9,1,0
140,FixedSpread,SellPressure,99.550000,10,0,0
141,FixedSpread,SellPressure,99.550000,8,0,0
143,FixedSpread,SellPressure,99.550000,11,0,0
144,FixedSpread,SellPressure,99.550000,3,0,0
145,FixedSpread,SellPressure,99.550000,8,0,0
146,FixedSpread,SellPressure,99.611029,1,0,0
147,FixedSpread,SellPressure,99.614103,7,0,1
148,FixedSpread,SellPressure,99.550000,1,0,0
149,FixedSpread,SellPressure,99.550000,1,0,0
150,FixedSpread,SellPressure,99.550000,8,0,0
151,FixedSpread,SellPressure,99.573174,10,0,1
151,FixedSpread,SellPressure,99.614103,1,0,1
152,FixedSpread,SellPressure,99.542336,3,1,0
153,FixedSpread,SellPressure,99.542336,7,1,0
154,FixedSpread,SellPressure,99.529664,6,1,0
155,FixedSpread,SellPressure,99.614103,2,0,1
155,FixedSpread,SellPressure,99.629664,7,0,1
156,FixedSpread,SellPressure,99.529664,2,1,0
157,FixedSpread,SellPressure,99.529664,2,1,0
157,FixedSpread,SellPressure,99.514103,1,1,0
158,FixedSpread,SellPressure,99.514103,3,1,0
159,FixedSpread,SellPressure,99.514103,6,1,0
159,FixedSpread,SellPressure,99.504565,13,0,0
160,FixedSpread,SellPressure,99.504127,2,1,0
161,FixedSpread,SellPressure,99.504127,8,1,0
161,FixedSpread,SellPressure,99.500000,9,0,0
162,FixedSpread,SellPressure,99.500000,1,0,0
164,FixedSpread,SellPressure,99.500000,19,0,0
166,FixedSpread,SellPressure,99.500000,6,0,0
167,FixedSpread,SellPressure,99.500000,15,0,0
167,FixedSpread,SellPressure,99.485288,3,0,0
168,FixedSpread,SellPressure,99.508723,2,0,1
169,FixedSpread,SellPressure,99.508723,8,0,1
169,FixedSpread,SellPressure,99.525104,10,0,0
170,FixedSpread,SellPressure,99.485288,11,0,0
170,FixedSpread,SellPressure,99.485288,6,0,1
170,FixedSpread,SellPressure,99.476701,4,0,1
171,FixedSpread,SellPressure,99.476701,1,0,0
171,FixedSpread,SellPressure,99.473174,9,1,0
175,FixedSpread,SellPressure,99.473174,1,1,0
175,FixedSpread,SellPressure,99.452863,15,0,0
176,FixedSpread,SellPressure,99.452863,3,0,0
176,FixedSpread,SellPressure,99.450000,11,0,0
177,FixedSpread,SellPressure,99.450000,15,0,0
180,FixedSpread,SellPressure,99.450000,1,0,0
180,FixedSpread,SellPressure,99.450000,10,0,1
184,FixedSpread,SellPressure,99.450000,13,0,0
185,FixedSpread,SellPressure,99.426886,2,0,0
186,FixedSpread,SellPressure,99.426229,3,0,0
189,FixedSpread,SellPressure,99.408723,10,1,0
189,FixedSpread,SellPressure,99.400000,10,0,0
190,FixedSpread,SellPressure,99.400000,8,0,0
192,FixedSpread,SellPressure,99.420648,10,0,1
192,FixedSpread,SellPressure,99.426229,8,0,0
192,FixedSpread,SellPressure,99.462644,1,0,0
195,FixedSpread,SellPressure,99.400000,7,0,0
196,FixedSpread,SellPressure,99.400000,2,0,0
197,FixedSpread,SellPressure,99.411249,10,0,0
199,FixedSpread,SellPressure,99.400000,1,0,0
200,FixedSpread,SellPressure,99.400000,7,0,0
202,FixedSpread,SellPressure,99.406588,4,0,0
202,FixedSpread,SellPressure,99.410506,10,0,1
202,FixedSpread,SellPressure,99.454281,3,0,0
203,FixedSpread,SellPressure,99.454281,15,0,0
203,FixedSpread,SellPressure,99.462644,5,0,0
205,FixedSpread,SellPressure,99.400000,2,0,0
206,FixedSpread,SellPressure,99.400000,3,0,0
207,FixedSpread,SellPressure,99.400000,10,0,0
207,FixedSpread,SellPressure,99.389194,5,0,0
