strategy,regime,final_pnl,final_inventory,fills,mm_buy_fills,mm_sell_fills,max_abs_inventory,max_drawdown
InventoryAndVolatilityAdjusted,HighVolatility,1896.702869,0,2593,1297,1296,30.000000,7.026208
