timestamp,strategy,regime,fair_price,best_bid,best_ask,recent_volatility,inventory,cash,pnl,bid_depth,ask_depth
1538,FixedSpread,SellPressure,96.180231,nan,96.297719,0.007488,200,-19463.868102,-227.821809,0,3664
1539,FixedSpread,SellPressure,96.177900,nan,96.244128,0.007178,200,-19463.868102,-228.288141,0,3684
1540,FixedSpread,SellPressure,96.166258,96.116258,96.216258,0.007446,200,-19463.868102,-230.616520,10,3694
1541,FixedSpread,SellPressure,96.156248,nan,96.216258,0.007600,210,-20425.030682,-232.218540,0,3694
1542,FixedSpread,SellPressure,96.147005,nan,96.216258,0.007698,210,-20425.030682,-234.159556,0,3694
1543,FixedSpread,SellPressure,96.160425,nan,96.216258,0.008042,205,-19943.949392,-231.062302,0,3689
1544,FixedSpread,SellPressure,96.157710,nan,96.185237,0.007722,205,-19943.949392,-231.618833,0,3690
1545,FixedSpread,SellPressure,96.159086,nan,96.183312,0.007341,205,-19943.949392,-231.336768,0,3691
1546,FixedSpread,SellPressure,96.164042,nan,96.183312,0.007198,205,-19943.949392,-230.320797,0,3709
1547,FixedSpread,SellPressure,96.177452,nan,96.238914,0.007571,200,-19462.868102,-227.377747,0,3695
1548,FixedSpread,SellPressure,96.161203,nan,96.238914,0.008092,200,-19462.868102,-230.627439,0,3695
1549,FixedSpread,SellPressure,96.147062,nan,96.238914,0.008455,200,-19462.868102,-233.455750,0,3695
1550,FixedSpread,SellPressure,96.133699,96.083699,96.183699,0.008749,200,-19462.868102,-236.128382,10,3705
1551,FixedSpread,SellPressure,96.125333,96.083699,96.183699,0.008726,203,-19751.119198,-237.676668,7,3705
1552,FixedSpread,SellPressure,96.121086,96.083699,96.182926,0.008457,203,-19751.119198,-238.538770,7,3715
1553,FixedSpread,SellPressure,96.108931,nan,96.182926,0.008679,210,-20423.705088,-240.829583,0,3715
1554,FixedSpread,SellPressure,96.098617,nan,96.182926,0.008777,210,-20423.705088,-242.995426,0,3715
1555,FixedSpread,SellPressure,96.089939,nan,96.182926,0.008771,210,-20423.705088,-244.817969,0,3715
1556,FixedSpread,SellPressure,96.086064,nan,96.101424,0.008478,210,-20423.705088,-245.631688,0,3730
1557,FixedSpread,SellPressure,96.093536,nan,96.101424,0.008417,210,-20423.705088,-244.062486,0,3718
1558,FixedSpread,SellPressure,96.092146,95.989907,96.101424,0.007996,210,-20423.705088,-244.354488,2,3718
1559,FixedSpread,SellPressure,96.093807,95.989907,96.101424,0.007616,210,-20423.705088,-244.005525,19,3718
1560,FixedSpread,SellPressure,96.083112,96.033112,96.101424,0.007800,210,-20423.705088,-246.251575,27,3728
1561,FixedSpread,SellPressure,96.087393,96.033112,96.101424,0.007589,210,-20423.705088,-245.352578,27,3746
1562,FixedSpread,SellPressure,96.084020,96.033112,96.101424,0.007336,210,-20423.705088,-246.060809,41,3746
1563,FixedSpread,SellPressure,96.098417,96.033112,96.133112,0.007760,202,-19654.640193,-242.760032,41,3735
1564,FixedSpread,SellPressure,96.086236,95.980986,96.133112,0.008025,212,-20614.971312,-244.689353,21,3735
1565,FixedSpread,SellPressure,96.089215,95.980986,96.127270,0.007722,212,-20614.971312,-244.057719,21,3744
1566,FixedSpread,SellPressure,96.089640,96.046335,96.127270,0.007284,212,-20614.971312,-243.967633,22,3744
1567,FixedSpread,SellPressure,96.087726,96.046335,96.127270,0.006962,212,-20614.971312,-244.373361,22,3754
1568,FixedSpread,SellPressure,96.097983,96.046335,96.166762,0.007160,210,-20422.705088,-242.128721,22,3741
1569,FixedSpread,SellPressure,96.090538,95.965194,96.166762,0.007177,210,-20422.705088,-243.692168,3,3741
1570,FixedSpread,SellPressure,96.100577,96.050577,96.150577,0.007349,210,-20422.705088,-241.583875,13,3734
1571,FixedSpread,SellPressure,96.113363,96.050577,96.150577,0.007675,208,-20230.403934,-238.824524,13,3732
1572,FixedSpread,SellPressure,96.128004,96.050577,96.180509,0.008093,200,-19461.199316,-235.598555,13,3722
1573,FixedSpread,SellPressure,96.137153,96.050577,96.182926,0.008156,200,-19461.199316,-233.768625,13,3714
1574,FixedSpread,SellPressure,96.120456,96.050577,96.182926,0.008669,203,-19749.351048,-236.898389,10,3714
1575,FixedSpread,SellPressure,96.106620,95.965194,96.182926,0.008979,210,-20421.705088,-239.314930,2,3714
1576,FixedSpread,SellPressure,96.095520,nan,96.182926,0.009106,210,-20421.705088,-241.645871,0,3714
1577,FixedSpread,SellPressure,96.079896,nan,96.182926,0.009497,210,-20421.705088,-244.926981,0,3714
1578,FixedSpread,SellPressure,96.069399,nan,96.182926,0.009557,210,-20421.705088,-247.131297,0,3714
1579,FixedSpread,SellPressure,96.060692,nan,96.182926,0.009506,210,-20421.705088,-248.959784,0,3714
1580,FixedSpread,SellPressure,96.064113,96.014113,96.114113,0.009141,210,-20421.705088,-248.241463,10,3732
1581,FixedSpread,SellPressure,96.049297,96.014113,96.114113,0.009481,218,-21189.817988,-251.071234,2,3732
1582,FixedSpread,SellPressure,96.063976,96.014113,96.114113,0.009793,213,-20709.247426,-247.620527,2,3727
1583,FixedSpread,SellPressure,96.052559,nan,96.114113,0.009891,215,-20901.275651,-249.975378,0,3727
1584,FixedSpread,SellPressure,96.052020,nan,96.114113,0.009330,215,-20901.275651,-250.091302,0,3740
1585,FixedSpread,SellPressure,96.062283,nan,96.151571,0.009386,210,-20420.705088,-247.625623,0,3731
1586,FixedSpread,SellPressure,96.066520,nan,96.151571,0.009077,210,-20420.705088,-246.735855,0,3747
1587,FixedSpread,SellPressure,96.069045,nan,96.151571,0.008684,210,-20420.705088,-246.205706,0,3758
1588,FixedSpread,SellPressure,96.073877,nan,96.136872,0.008453,210,-20420.705088,-245.190897,0,3769
1589,FixedSpread,SellPressure,96.089436,nan,96.151571,0.008879,210,-20420.705088,-241.923520,0,3757
1590,FixedSpread,SellPressure,96.088092,96.038092,96.129459,0.008427,210,-20420.705088,-242.205712,10,3784
1591,FixedSpread,SellPressure,96.073662,nan,96.129459,0.008787,220,-21381.086011,-244.880286,0,3784
1592,FixedSpread,SellPressure,96.070137,nan,96.129459,0.008471,220,-21381.086011,-245.655878,0,3787
1593,FixedSpread,SellPressure,96.061321,nan,96.129459,0.008492,220,-21381.086011,-247.595475,0,3787
1594,FixedSpread,SellPressure,96.058702,95.957358,96.129459,0.008140,220,-21381.086011,-248.171635,4,3787
1595,FixedSpread,SellPressure,96.072790,95.957358,96.129459,0.008497,220,-21381.086011,-245.072307,4,3775
1596,FixedSpread,SellPressure,96.089359,95.957358,96.138092,0.008981,217,-21092.671734,-241.280818,4,3767
1597,FixedSpread,SellPressure,96.077029,95.957358,96.138092,0.009182,217,-21092.671734,-243.956495,3,3767
1598,FixedSpread,SellPressure,96.081235,95.957358,96.138092,0.008883,217,-21092.671734,-243.043784,3,3776
1599,FixedSpread,SellPressure,96.070477,nan,96.138092,0.008996,217,-21092.671734,-245.378175,0,3776
1600,FixedSpread,SellPressure,96.057435,96.007435,96.107435,0.009239,217,-21092.671734,-248.208359,10,3786
1601,FixedSpread,SellPressure,96.045370,nan,96.107435,0.009408,227,-22052.746083,-250.447096,0,3786
1602,FixedSpread,SellPressure,96.031071,nan,96.107435,0.009702,227,-22052.746083,-253.692896,0,3786
1603,FixedSpread,SellPressure,96.016362,nan,96.107435,0.010002,227,-22052.746083,-257.031864,0,3786
1604,FixedSpread,SellPressure,96.008556,nan,96.107435,0.009870,227,-22052.746083,-258.803917,0,3786
1605,FixedSpread,SellPressure,96.021865,nan,96.138092,0.010077,211,-20514.843181,-254.229674,0,3770
1606,FixedSpread,SellPressure,96.006276,nan,96.138092,0.010407,211,-20514.843181,-257.519019,0,3770
1607,FixedSpread,SellPressure,96.007721,95.852111,96.138092,0.009870,211,-20514.843181,-257.214108,13,3770
1608,FixedSpread,SellPressure,96.020515,95.852111,96.182926,0.010045,210,-20418.705088,-254.396980,13,3766
1609,FixedSpread,SellPressure,96.007990,nan,96.182926,0.010194,210,-20418.705088,-257.027101,0,3766
1610,FixedSpread,SellPressure,95.999167,95.949167,96.049167,0.010112,210,-20418.705088,-258.879934,10,3776
1611,FixedSpread,SellPressure,95.999847,95.986739,96.049167,0.009546,210,-20418.705088,-258.737288,16,3776
1612,FixedSpread,SellPressure,95.988834,95.986739,96.049167,0.009634,210,-20418.705088,-261.049923,12,3776
1613,FixedSpread,SellPressure,95.987540,95.986739,96.049167,0.009133,210,-20418.705088,-261.321693,27,3776
1614,FixedSpread,SellPressure,95.998617,95.986739,96.049167,0.009250,205,-19938.459251,-258.742762,27,3771
1615,FixedSpread,SellPressure,95.984349,95.949167,96.049167,0.009551,213,-20706.052591,-261.386324,17,3771
1616,FixedSpread,SellPressure,95.999156,95.949167,96.183699,0.009866,202,-19648.704562,-256.875000,17,3751
1617,FixedSpread,SellPressure,95.991424,nan,96.183699,0.009738,204,-19840.602897,-258.352453,0,3751
1618,FixedSpread,SellPressure,96.002248,nan,96.185501,0.009804,200,-19455.868102,-255.418502,0,3745
1619,FixedSpread,SellPressure,96.010094,nan,96.185501,0.009686,200,-19455.868102,-253.849368,0,3737
1620,FixedSpread,SellPressure,96.007029,95.957029,96.057029,0.009289,200,-19455.868102,-254.462337,10,3756
1621,FixedSpread,SellPressure,96.004568,95.957029,96.057029,0.008879,200,-19455.868102,-254.954462,10,3760
1622,FixedSpread,SellPressure,95.989218,95.957029,96.057029,0.009267,201,-19551.825131,-257.992376,9,3760
1623,FixedSpread,SellPressure,95.973833,95.957029,96.057029,0.009634,205,-19935.653247,-261.017429,5,3760
1624,FixedSpread,SellPressure,95.986178,95.957029,96.057029,0.009797,200,-19455.368102,-258.132522,5,3755
1625,FixedSpread,SellPressure,95.974563,95.957029,96.057029,0.009906,202,-19647.282160,-260.420350,3,3755
1626,FixedSpread,SellPressure,95.965496,nan,96.057029,0.009856,205,-19935.153247,-262.226464,0,3755
1627,FixedSpread,SellPressure,95.960759,nan,96.049325,0.009549,205,-19935.153247,-263.197636,0,3774
1628,FixedSpread,SellPressure,95.959459,nan,96.049325,0.009054,205,-19935.153247,-263.464066,0,3780
1629,FixedSpread,SellPressure,95.957700,nan,96.018945,0.008616,205,-19935.153247,-263.824785,0,3794
1630,FixedSpread,SellPressure,95.958189,95.908189,96.008189,0.008128,205,-19935.153247,-263.724570,10,3824
1631,FixedSpread,SellPressure,95.956626,95.908189,96.008189,0.007734,205,-19935.153247,-264.044968,10,3837
1632,FixedSpread,SellPressure,95.955639,95.908189,96.008189,0.007330,205,-19935.153247,-264.247311,20,3837
1633,FixedSpread,SellPressure,95.942243,95.908189,96.008189,0.007694,210,-20414.694190,-266.823253,15,3837
1634,FixedSpread,SellPressure,95.926683,nan,96.008189,0.008166,215,-20894.235133,-269.998307,0,3837
1635,FixedSpread,SellPressure,95.917903,nan,96.008189,0.008202,215,-20894.235133,-271.886033,0,3837
1636,FixedSpread,SellPressure,95.915217,nan,96.008189,0.007871,215,-20894.235133,-272.463584,0,3853
1637,FixedSpread,SellPressure,95.898778,nan,96.008189,0.008386,215,-20894.235133,-275.997896,0,3853
1638,FixedSpread,SellPressure,95.894432,95.714269,96.008189,0.008143,215,-20894.235133,-276.932223,9,3853
1639,FixedSpread,SellPressure,95.911169,95.714269,96.010376,0.008659,205,-19934.153247,-272.363524,9,3843
1640,FixedSpread,SellPressure,95.925840,95.875840,95.975840,0.009020,205,-19934.153247,-269.355993,19,3833
