strategy,regime,final_pnl,final_inventory,fills,mm_buy_fills,mm_sell_fills,max_abs_inventory,max_drawdown
FixedSpread,BuyPressure,-23049.630387,-1786,2991,1376,1616,1805.000000,23056.955895
