timestamp,strategy,regime,fair_price,best_bid,best_ask,recent_volatility,inventory,cash,pnl,bid_depth,ask_depth
4370,FixedSpread,Balanced,100.789018,100.739018,100.839018,0.008016,49,-4516.101805,422.560084,1667,751
4371,FixedSpread,Balanced,100.797105,100.739018,100.882339,0.008020,31,-2700.795508,423.914736,1667,733
4372,FixedSpread,Balanced,100.813401,100.739018,100.883930,0.008517,30,-2599.913169,424.488870,1667,724
4373,FixedSpread,Balanced,100.814163,100.739018,100.883930,0.008052,30,-2599.913169,424.511726,1667,740
4374,FixedSpread,Balanced,100.825845,100.739018,100.888751,0.008269,25,-2095.469414,425.176710,1667,720
4375,FixedSpread,Balanced,100.822694,100.739018,100.888751,0.007962,25,-2095.469414,425.097934,1667,723
4376,FixedSpread,Balanced,100.814517,100.610960,100.888751,0.007975,35,-3102.859596,425.648486,1653,723
4377,FixedSpread,Balanced,100.799550,100.610960,100.888751,0.008395,35,-3102.859596,425.124643,1649,723
4378,FixedSpread,Balanced,100.807708,100.610960,100.893474,0.008380,30,-2598.415841,425.815400,1649,705
4379,FixedSpread,Balanced,100.816710,100.610960,100.893474,0.008418,30,-2598.415841,426.085467,1649,689
4380,FixedSpread,Balanced,100.819409,100.769409,100.869409,0.008075,30,-2598.415841,426.166424,1659,706
4381,FixedSpread,Balanced,100.809123,100.607792,100.869409,0.008207,40,-3606.109930,426.255004,1645,706
4382,FixedSpread,Balanced,100.801131,100.598748,100.869409,0.008194,49,-4511.498663,427.756765,1628,706
4383,FixedSpread,Balanced,100.800489,100.598748,100.869409,0.007741,49,-4511.498663,427.725321,1628,726
4384,FixedSpread,Balanced,100.808199,100.598748,100.869409,0.007739,40,-3603.673983,428.653981,1628,717
4385,FixedSpread,Balanced,100.818333,100.598748,100.895438,0.007883,39,-3502.804574,429.110421,1628,697
4386,FixedSpread,Balanced,100.820058,100.709724,100.895438,0.007514,39,-3502.804574,429.177700,1638,697
4387,FixedSpread,Balanced,100.831103,100.709724,100.896398,0.007725,39,-3502.804574,429.608462,1638,696
4388,FixedSpread,Balanced,100.829033,100.709724,100.896398,0.007386,39,-3502.804574,429.527695,1650,696
4389,FixedSpread,Balanced,100.831106,100.709724,100.896398,0.007067,39,-3502.804574,429.608560,1650,697
4390,FixedSpread,Balanced,100.818483,100.768483,100.868483,0.007401,39,-3502.804574,429.116244,1653,707
4391,FixedSpread,Balanced,100.818546,100.768483,100.868483,0.006961,39,-3502.804574,429.118727,1660,707
4392,FixedSpread,Balanced,100.831113,100.768483,100.868483,0.007297,38,-3401.936092,429.646197,1660,706
4393,FixedSpread,Balanced,100.823164,100.709724,100.868483,0.007336,48,-4409.620917,429.890948,1649,706
4394,FixedSpread,Balanced,100.826310,100.709724,100.868483,0.007085,48,-4409.620917,430.041946,1649,726
4395,FixedSpread,Balanced,100.826557,100.709724,100.868483,0.006674,48,-4409.620917,430.053816,1662,726
4396,FixedSpread,Balanced,100.828578,100.709724,100.867000,0.006395,48,-4409.620917,430.150830,1662,739
4397,FixedSpread,Balanced,100.830140,100.709724,100.867000,0.006105,48,-4409.620917,430.225822,1675,739
4398,FixedSpread,Balanced,100.829942,100.810420,100.867000,0.005751,48,-4409.620917,430.216314,1695,739
4399,FixedSpread,Balanced,100.844424,100.810420,100.868483,0.006275,42,-3804.410022,431.055766,1695,720
4400,FixedSpread,Balanced,100.854413,100.810420,100.896398,0.006497,39,-3501.804574,431.517528,1705,727
4401,FixedSpread,Balanced,100.849999,100.810420,100.896398,0.006372,39,-3501.804574,431.345393,1705,730
4402,FixedSpread,Balanced,100.834442,100.810420,100.896398,0.006924,39,-3501.804574,430.738671,1693,730
4403,FixedSpread,Balanced,100.823869,100.804413,100.896398,0.007143,45,-4106.631051,430.443060,1679,730
4404,FixedSpread,Balanced,100.808580,100.682496,100.896398,0.007631,49,-4509.848703,429.771729,1662,730
4405,FixedSpread,Balanced,100.810284,100.682496,100.896398,0.007276,49,-4509.848703,429.855214,1662,741
4406,FixedSpread,Balanced,100.826414,100.682496,100.897024,0.007807,49,-4509.848703,430.645576,1662,725
4407,FixedSpread,Balanced,100.840348,100.682496,100.897024,0.008175,49,-4509.848703,431.328338,1662,723
4408,FixedSpread,Balanced,100.856943,100.682496,100.898255,0.008680,49,-4509.848703,432.141519,1662,716
4409,FixedSpread,Balanced,100.859208,100.682496,100.898255,0.008295,49,-4509.848703,432.252487,1670,716
4410,FixedSpread,Balanced,100.857447,100.807447,100.898255,0.007903,49,-4509.848703,432.166185,1686,726
4411,FixedSpread,Balanced,100.845258,100.807447,100.898255,0.008160,52,-4812.271043,431.682373,1683,726
4412,FixedSpread,Balanced,100.845139,100.807447,100.898255,0.007678,52,-4812.271043,431.676177,1683,734
4413,FixedSpread,Balanced,100.828436,100.807447,100.898255,0.008219,56,-5215.500830,430.891582,1679,734
4414,FixedSpread,Balanced,100.842352,100.807447,100.898716,0.008561,52,-4811.905964,431.896351,1679,727
4415,FixedSpread,Balanced,100.856670,100.807447,100.900000,0.008906,46,-4206.513666,432.893144,1679,714
4416,FixedSpread,Balanced,100.863930,100.807447,100.900000,0.008808,46,-4206.513666,433.227134,1679,695
4417,FixedSpread,Balanced,100.872846,100.807447,100.900000,0.008814,46,-4206.513666,433.637268,1679,679
4418,FixedSpread,Balanced,100.873901,100.857212,100.900000,0.008349,46,-4206.513666,433.685799,1681,679
4419,FixedSpread,Balanced,100.866653,100.661584,100.900000,0.008283,49,-4508.936006,433.530008,1664,679
4420,FixedSpread,Balanced,100.870172,100.820172,100.900000,0.007997,49,-4508.936006,433.702408,1676,689
4421,FixedSpread,Balanced,100.860799,100.651155,100.900000,0.008079,59,-5517.137723,433.649439,1657,689
4422,FixedSpread,Balanced,100.845564,100.647446,100.900000,0.008509,59,-5517.137723,432.750531,1644,689
4423,FixedSpread,Balanced,100.841648,100.647446,100.877064,0.008233,59,-5517.137723,432.519512,1644,704
4424,FixedSpread,Balanced,100.845871,100.690808,100.877064,0.007992,59,-5517.137723,432.768640,1651,704
4425,FixedSpread,Balanced,100.858026,100.690808,100.900000,0.008242,59,-5517.137723,433.485796,1651,684
4426,FixedSpread,Balanced,100.868334,100.690808,100.900318,0.008366,49,-4508.134701,434.413679,1651,671
4427,FixedSpread,Balanced,100.855798,100.646589,100.900318,0.008616,49,-4508.134701,433.799390,1634,671
4428,FixedSpread,Balanced,100.858493,100.646589,100.900318,0.008261,49,-4508.134701,433.931466,1634,672
4429,FixedSpread,Balanced,100.846102,100.597197,100.900318,0.008509,50,-4608.733449,433.571652,1625,672
4430,FixedSpread,Balanced,100.850668,100.800668,100.900318,0.008272,50,-4608.733449,433.799927,1635,684
4431,FixedSpread,Balanced,100.848181,100.837545,100.900318,0.007925,50,-4608.733449,433.675583,1640,684
4432,FixedSpread,Balanced,100.850668,100.837545,100.900318,0.007599,50,-4608.733449,433.799940,1640,692
4433,FixedSpread,Balanced,100.833974,100.597197,100.900318,0.008145,60,-5616.740124,433.298317,1623,692
4434,FixedSpread,Balanced,100.849594,100.597197,100.900318,0.008593,60,-5616.740124,434.235497,1623,685
4435,FixedSpread,Balanced,100.854130,100.597197,100.900318,0.008350,60,-5616.740124,434.507697,1623,702
4436,FixedSpread,Balanced,100.841822,100.578569,100.900318,0.008587,60,-5616.740124,433.769172,1618,702
4437,FixedSpread,Balanced,100.837077,100.578569,100.900318,0.008357,60,-5616.740124,433.484480,1618,722
4438,FixedSpread,Balanced,100.839650,100.795041,100.900318,0.008010,60,-5616.740124,433.638885,1623,722
4439,FixedSpread,Balanced,100.828776,100.574523,100.900318,0.008182,60,-5616.740124,432.986410,1605,722
4440,FixedSpread,Balanced,100.814012,100.764012,100.864012,0.008576,60,-5616.740124,432.100616,1609,732
4441,FixedSpread,Balanced,100.802918,100.764012,100.864012,0.008728,69,-6523.616235,431.785085,1600,732
4442,FixedSpread,Balanced,100.806759,100.764012,100.864012,0.008434,69,-6523.616235,432.050163,1601,732
4443,FixedSpread,Balanced,100.803736,100.764012,100.824883,0.008110,69,-6523.616235,431.841565,1601,738
4444,FixedSpread,Balanced,100.796262,100.571743,100.824883,0.008072,70,-6624.380247,431.358110,1585,738
4445,FixedSpread,Balanced,100.799057,100.746971,100.824883,0.007755,70,-6624.380247,431.553752,1598,738
4446,FixedSpread,Balanced,100.797396,100.746971,100.824883,0.007389,70,-6624.380247,431.437441,1598,756
4447,FixedSpread,Balanced,100.810904,100.746971,100.839389,0.007757,70,-6624.380247,432.383028,1598,746
4448,FixedSpread,Balanced,100.795421,100.746971,100.839389,0.008220,70,-6624.380247,431.299211,1586,746
4449,FixedSpread,Balanced,100.788099,100.565431,100.839389,0.008166,70,-6624.380247,430.786662,1569,746
4450,FixedSpread,Balanced,100.771902,100.721902,100.821902,0.008648,70,-6624.380247,429.652898,1561,756
4451,FixedSpread,Balanced,100.785355,100.721902,100.839389,0.008936,60,-5616.161226,430.960059,1561,746
4452,FixedSpread,Balanced,100.794888,100.721902,100.864012,0.008972,59,-5515.297214,431.601192,1561,731
4453,FixedSpread,Balanced,100.792020,100.721902,100.864012,0.008606,59,-5515.297214,431.431992,1561,742
4454,FixedSpread,Balanced,100.807990,100.721902,100.864012,0.009048,54,-5010.977152,432.654333,1561,737
4455,FixedSpread,Balanced,100.804250,100.748250,100.864012,0.008729,54,-5010.977152,432.452361,1570,737
4456,FixedSpread,Balanced,100.820937,100.748250,100.875257,0.009207,50,-4607.521103,433.525759,1570,725
4457,FixedSpread,Balanced,100.834710,100.748250,100.901136,0.009481,40,-3598.514428,434.873990,1570,706
4458,FixedSpread,Balanced,100.830375,100.748250,100.894969,0.009172,40,-3598.514428,434.700585,1570,715
4459,FixedSpread,Balanced,100.844611,100.748250,100.901500,0.009476,40,-3598.514428,435.269994,1570,701
4460,FixedSpread,Balanced,100.828012,100.778012,100.878012,0.009903,40,-3598.514428,434.606061,1579,711
4461,FixedSpread,Balanced,100.813462,100.748250,100.878012,0.010182,50,-4606.294550,434.378565,1569,711
4462,FixedSpread,Balanced,100.814932,100.748250,100.878012,0.009659,50,-4606.294550,434.452035,1582,711
4463,FixedSpread,Balanced,100.810242,100.748250,100.878012,0.009361,50,-4606.294550,434.217551,1582,724
4464,FixedSpread,Balanced,100.794632,100.721902,100.878012,0.009736,53,-4908.460256,433.655220,1571,724
4465,FixedSpread,Balanced,100.803238,100.721902,100.901500,0.009668,43,-3899.680134,434.859090,1571,713
4466,FixedSpread,Balanced,100.798572,100.721902,100.901500,0.009368,43,-3899.680134,434.658446,1578,713
4467,FixedSpread,Balanced,100.784576,100.696365,100.901500,0.009646,50,-4604.733449,434.495372,1569,713
4468,FixedSpread,Balanced,100.769365,100.690976,100.901500,0.009980,50,-4604.733449,433.734789,1558,713
4469,FixedSpread,Balanced,100.783355,100.690976,100.901500,0.010220,50,-4604.733449,434.434279,1558,711
4470,FixedSpread,Balanced,100.767971,100.717971,100.817971,0.010530,50,-4604.733449,433.665118,1555,721
4471,FixedSpread,Balanced,100.763022,100.717971,100.793951,0.010195,50,-4604.733449,433.417652,1555,739
4472,FixedSpread,Balanced,100.754389,100.537282,100.793951,0.010101,60,-5611.913162,433.350189,1537,739
4473,FixedSpread,Balanced,100.752068,100.725267,100.793951,0.009635,60,-5611.913162,433.210913,1542,739
4474,FixedSpread,Balanced,100.764048,100.725267,100.793951,0.009775,60,-5611.913162,433.929707,1542,724
4475,FixedSpread,Balanced,100.777746,100.725267,100.901500,0.010011,50,-4603.733449,435.153860,1542,710
4476,FixedSpread,Balanced,100.765516,100.536761,100.901500,0.010144,50,-4603.733449,434.542344,1535,710
4477,FixedSpread,Balanced,100.777459,100.536761,100.902810,0.010252,50,-4603.733449,435.139487,1535,692
4478,FixedSpread,Balanced,100.792665,100.536761,100.904166,0.010549,50,-4603.733449,435.899811,1535,689
4479,FixedSpread,Balanced,100.794215,100.536761,100.884513,0.010009,50,-4603.733449,435.977285,1535,695
4480,FixedSpread,Balanced,100.784157,100.734157,100.834157,0.010012,50,-4603.733449,435.474417,1531,705
4481,FixedSpread,Balanced,100.796107,100.734157,100.884513,0.010128,40,-3595.391875,436.452390,1531,692
4482,FixedSpread,Balanced,100.791573,100.734157,100.884513,0.009793,40,-3595.391875,436.271047,1543,692
4483,FixedSpread,Balanced,100.806127,100.734157,100.904166,0.010078,40,-3595.391875,436.853202,1543,681
4484,FixedSpread,Balanced,100.793241,100.734157,100.904166,0.010247,49,-4501.999291,436.869532,1534,681
